Latitude,Longitude,Altitude,Direction,Slope
-25.737417,27.588972,1194.0,269.57,-0.00648
-25.737466,27.58152,1183.0,269.58,-0.01474
-25.737521,27.572993,1174.0,269.59,-0.01054
-25.737577,27.564068,1169.0,269.6,-0.00559
-25.737597,27.561853,1171.0,269.43,0.00901
-25.737626,27.55775,1174.0,269.55,0.0073
-25.73767,27.550817,1174.0,269.59,0.0
-25.737685,27.547846,1172.0,269.68,-0.00672
-25.737713,27.54464,1174.0,269.44,0.00623
-25.737916,27.542517,1175.0,263.94,0.00468
-25.738396,27.540473,1178.0,255.39,0.01418
-25.739212,27.538392,1180.0,246.48,0.0088
-25.740385,27.536334,1185.0,237.68,0.0205
-25.741824,27.534469,1187.0,229.42,0.00813
-25.743041,27.53291,1190.0,229.09,0.01452
-25.744359,27.531104,1195.0,230.99,0.02148
-25.745443,27.529178,1198.0,238.0,0.01319
-25.746326,27.527035,1202.0,245.42,0.01695
-25.746998,27.52453,1206.0,253.41,0.01528
-25.747322,27.522238,1208.0,261.08,0.00861
-25.747375,27.520079,1211.0,268.44,0.01387
-25.747114,27.517218,1215.0,275.78,0.01389
-25.746889,27.515182,1216.0,276.99,0.00487
-25.746861,27.513034,1218.0,270.83,0.0093
-25.747176,27.51046,1218.0,262.26,0.0
-25.747771,27.508274,1221.0,253.19,0.01312
-25.748771,27.505933,1223.0,244.63,0.00771
-25.749896,27.503692,1223.0,240.87,0.0
-25.750797,27.501808,1222.0,242.03,-0.00468
-25.751552,27.499337,1221.0,251.26,-0.00383
-25.751807,27.497261,1220.0,262.23,-0.00477
-25.751857,27.495122,1218.0,268.51,-0.00933
-25.751926,27.49182,1214.0,268.67,-0.01209
-25.751979,27.489459,1209.0,268.57,-0.02114
-25.752077,27.48676,1205.0,267.69,-0.01479
-25.75211,27.4834,1210.0,269.37,0.01486
-25.752091,27.480429,1218.0,270.41,0.02689
-25.751958,27.477973,1227.0,273.44,0.03652
-25.75185,27.475458,1237.0,272.73,0.03966
-25.751763,27.473357,1239.0,272.63,0.00949
-25.751609,27.470115,1240.0,273.02,0.00308
-25.75143,27.466086,1237.0,272.82,-0.00743
-25.751313,27.463475,1237.0,272.85,0.0
-25.751139,27.460402,1238.0,273.6,0.00324
-25.750974,27.45729,1244.0,273.37,0.01922
-25.750577,27.450365,1256.0,273.64,0.01727
-25.749868,27.444496,1254.0,277.64,-0.00337
-25.74957,27.441573,1248.0,276.46,-0.02037
-25.748855,27.435411,1239.0,277.34,-0.01446
-25.748208,27.429852,1232.0,277.36,-0.01247
-25.74681,27.417986,1227.0,277.45,-0.00417
-25.746491,27.415261,1228.0,277.4,0.00363
-25.746259,27.413143,1230.0,276.93,0.00936
-25.746125,27.410582,1231.0,273.32,0.00389
-25.746228,27.407869,1233.0,267.59,0.00735
-25.747274,27.398964,1230.0,262.57,-0.00334
-25.7476,27.396131,1229.0,262.72,-0.0035
-25.748062,27.392481,1227.0,262.0,-0.00542
-25.748298,27.390459,1226.0,262.62,-0.0049
-25.748595,27.388109,1224.0,262.01,-0.00842
-25.748884,27.386001,1223.0,261.34,-0.00468
-25.749562,27.383096,1219.0,255.47,-0.01331
-25.750238,27.380588,1216.0,253.34,-0.01144
-25.750784,27.378158,1214.0,255.99,-0.00797
-25.751149,27.376048,1212.0,259.13,-0.00929
-25.751437,27.373686,1211.0,262.29,-0.00419
-25.751635,27.371215,1206.0,264.92,-0.02012
-25.751706,27.368161,1201.0,268.52,-0.01634
-25.751611,27.365575,1198.0,272.34,-0.01157
-25.751409,27.363212,1194.0,275.42,-0.01683
-25.751077,27.360812,1191.0,278.73,-0.01234
-25.75066,27.358502,1190.0,281.33,-0.00424
-25.750002,27.355775,1190.0,285.0,0.0
-25.749169,27.353042,1193.0,288.69,0.01038
-25.747991,27.349881,1189.0,292.48,-0.01167
-25.746838,27.347299,1182.0,296.37,-0.02425
-25.745926,27.345553,1179.0,300.11,-0.01484
-25.74495,27.343843,1179.0,302.36,0.0
-25.743299,27.341309,1179.0,305.88,0.0
-25.741668,27.339044,1176.0,308.64,-0.01033
-25.740338,27.337167,1172.0,308.19,-0.01672
-25.739043,27.33532,1170.0,307.9,-0.00853
-25.737772,27.33331,1167.0,305.07,-0.0122
-25.736327,27.330527,1167.0,299.96,0.0
-25.735182,27.327811,1166.0,295.08,-0.00333
-25.734297,27.324736,1163.0,287.72,-0.00928
-25.733566,27.321346,1158.0,283.46,-0.01432
-25.733135,27.319329,1158.0,283.34,0.0
-25.732665,27.317365,1156.0,284.88,-0.00983
-25.731991,27.314991,1153.0,287.49,-0.01203
-25.731004,27.312504,1151.0,293.78,-0.00735
-25.729992,27.310309,1153.0,297.1,0.0081
-25.728066,27.306693,1149.0,300.59,-0.00951
-25.72701,27.304673,1145.0,300.13,-0.0171
-25.724858,27.300595,1149.0,300.36,0.00845
-25.72385,27.298649,1151.0,299.9,0.00889
-25.721666,27.294462,1155.0,300.07,0.00825
-25.718775,27.288958,1160.0,300.24,0.00783
-25.71227,27.276574,1161.0,300.24,0.0007
-25.711303,27.274742,1162.0,300.36,0.0047
-25.709805,27.271873,1165.0,300.09,0.00903
-25.708863,27.270043,1167.0,299.74,0.00947
-25.707703,27.267847,1170.0,300.38,0.01176
-25.706373,27.265357,1173.0,300.66,0.01034
-25.705363,27.263424,1175.0,300.11,0.00893
-25.704172,27.261165,1180.0,300.33,0.01907
-25.703135,27.259186,1182.0,300.18,0.00872
-25.701385,27.255868,1182.0,300.34,0.0
-25.700357,27.253908,1182.0,300.2,0.0
-25.699153,27.251595,1191.0,300.01,0.03363
-25.698047,27.249465,1199.0,299.95,0.03248
-25.696042,27.24564,1225.0,300.19,0.05864
-25.695164,27.243894,1234.0,299.16,0.04492
-25.694088,27.241464,1249.0,296.17,0.05529
-25.693356,27.23964,1249.0,294.01,0.0
-25.692087,27.236044,1232.0,291.39,-0.04393
-25.690893,27.231616,1218.0,286.66,-0.03023
-25.690371,27.229051,1217.0,282.73,-0.0038
-25.689958,27.22639,1216.0,279.77,-0.0037
-25.689196,27.219896,1218.0,277.42,0.00305
-25.688842,27.216966,1216.0,277.64,-0.00675
-25.688422,27.214076,1213.0,279.16,-0.01023
-25.68801,27.211518,1210.0,280.13,-0.01152
-25.687373,27.208745,1212.0,284.3,0.00697
-25.686014,27.204501,1212.0,289.56,0.0
-25.684871,27.201886,1227.0,295.87,0.0515
-25.683941,27.199901,1239.0,297.47,0.05353
-25.682438,27.197264,1247.0,302.31,0.02559
-25.68052,27.194577,1255.0,308.38,0.02329
-25.679055,27.192782,1260.0,312.16,0.0206
-25.677574,27.191142,1265.0,315.06,0.02149
-25.676116,27.18972,1271.0,318.68,0.0278
-25.674291,27.188142,1277.0,322.07,0.02332
-25.670726,27.185318,1284.0,324.47,0.01437
-25.66917,27.184084,1295.0,324.44,0.05172
-25.667536,27.182792,1300.0,324.52,0.02241
-25.660935,27.177547,1319.0,324.39,0.02105
-25.657416,27.174767,1308.0,324.55,-0.0229
-25.651265,27.169868,1286.0,324.32,-0.02613
-25.649069,27.168117,1276.0,324.29,-0.03325
-25.647398,27.166725,1268.0,323.09,-0.03443
-25.645544,27.165271,1262.0,324.74,-0.02376
-25.643696,27.163659,1261.0,321.82,-0.00383
-25.64205,27.161922,1261.0,316.43,0.0
-25.640686,27.160241,1258.0,311.99,-0.01323
-25.639438,27.158413,1257.0,307.14,-0.00435
-25.637929,27.155953,1260.0,304.23,0.01006
-25.636713,27.153971,1268.0,304.24,0.03329
-25.635418,27.151859,1268.0,304.22,0.0
-25.634272,27.149969,1274.0,303.92,0.02628
-25.633318,27.148139,1276.0,300.04,0.00944
-25.632994,27.145983,1285.0,279.46,0.04107
-25.633456,27.143969,1305.0,255.72,0.096
-25.634184,27.141989,1322.0,247.81,0.0793
-25.634498,27.139676,1339.0,261.44,0.0725
-25.63485,27.136276,1312.0,263.45,-0.0787
-25.635147,27.133788,1294.0,262.46,-0.07154
-25.635475,27.131742,1282.0,259.92,-0.0576
-25.63639,27.129629,1275.0,244.34,-0.02979
-25.637504,27.127977,1270.0,233.2,-0.02418
-25.638329,27.125845,1274.0,246.77,0.0172
-25.638574,27.123324,1269.0,263.85,-0.01967
-25.638399,27.12045,1266.0,273.86,-0.01039
-25.638193,27.117227,1252.0,274.05,-0.04322
-25.638074,27.115108,1244.0,273.56,-0.03759
-25.638017,27.111407,1231.0,270.98,-0.03503
-25.638015,27.109357,1231.0,270.06,0.0
-25.638018,27.107169,1229.0,269.91,-0.00912
-25.638013,27.10354,1229.0,270.09,0.0
-25.638013,27.096334,1209.0,270.0,-0.02769
-25.638005,27.093224,1200.0,270.16,-0.02887
-25.638002,27.089992,1198.0,270.06,-0.00617
-25.637994,27.085318,1202.0,270.11,0.00854
-25.637982,27.080832,1203.0,270.17,0.00222
-25.637964,27.076085,1197.0,270.24,-0.01261
-25.637961,27.073665,1190.0,270.08,-0.02885
-25.637953,27.068145,1174.0,270.09,-0.02891
-25.637896,27.060085,1165.0,270.45,-0.01114
-25.6379,27.057072,1162.0,269.91,-0.00993
-25.637882,27.053951,1155.0,270.37,-0.02237
-25.637874,27.050316,1147.0,270.14,-0.02195
-25.637925,27.048147,1145.0,268.51,-0.00919
-25.637907,27.046088,1145.0,270.56,0.0
-25.637861,27.042702,1139.0,270.86,-0.01767
-25.637885,27.040344,1136.0,269.35,-0.01269
-25.637882,27.038257,1132.0,270.09,-0.01912
-25.637655,27.035794,1129.0,275.84,-0.01209
-25.637203,27.033751,1128.0,283.79,-0.00474
-25.636695,27.031454,1123.0,283.78,-0.02109
-25.636566,27.029347,1121.0,273.88,-0.00945
-25.637007,27.026339,1109.0,260.76,-0.03928
-25.637309,27.024177,1111.0,261.19,0.00912
-25.636956,27.021621,1113.0,278.71,0.00772
-25.635844,27.016969,1115.0,284.85,0.00415
-25.635257,27.014501,1124.0,284.78,0.03517
-25.634698,27.011903,1129.0,283.42,0.01867
-25.634177,27.009817,1136.0,285.48,0.03226
-25.632495,27.003016,1148.0,285.34,0.01697
-25.631433,26.998491,1127.0,284.59,-0.0448
-25.630901,26.996246,1125.0,284.73,-0.00859
-25.63053,26.994145,1121.0,281.08,-0.01864
-25.62983,26.989032,1128.0,278.63,0.0135
-25.629606,26.986907,1132.0,276.67,0.01865
-25.629538,26.983891,1134.0,271.43,0.00661
-25.629591,26.981859,1134.0,268.34,0.0
-25.630091,26.979272,1137.0,257.9,0.01131
-25.630749,26.976306,1137.0,256.18,0.0
-25.63105,26.974029,1140.0,261.66,0.013
-25.63089,26.971766,1142.0,274.48,0.00879
-25.630906,26.969166,1144.0,269.61,0.00767
-25.631119,26.96695,1145.0,263.91,0.00448
-25.630893,26.964568,1143.0,276.01,-0.00833
-25.629902,26.961922,1145.0,292.56,0.00696
-25.628568,26.958627,1155.0,294.18,0.02762
-25.627388,26.955861,1169.0,295.32,0.04563
-25.626001,26.952529,1175.0,294.78,0.01631
-25.625192,26.950513,1178.0,293.99,0.01356
-25.624709,26.948049,1173.0,282.27,-0.01978
-25.624836,26.945688,1177.0,266.59,0.01687
-25.625339,26.943761,1182.0,253.85,0.02486
-25.626177,26.940993,1187.0,251.44,0.01708
-25.626975,26.938395,1193.0,251.19,0.0218
-25.627723,26.935937,1198.0,251.35,0.01922
-25.628617,26.932998,1209.0,251.36,0.03537
-25.629439,26.93028,1214.0,251.46,0.0174
-25.630173,26.928047,1221.0,249.97,0.02938
-25.630824,26.925871,1228.0,251.64,0.03045
-25.631656,26.922936,1249.0,252.55,0.06808
-25.632268,26.920903,1259.0,251.54,0.04654
-25.632856,26.918975,1272.0,251.31,0.06371
-25.633449,26.917052,1275.0,251.12,0.01472
-25.634527,26.914057,1276.0,248.24,0.00309
-25.635491,26.911099,1276.0,250.13,0.0
-25.636405,26.907314,1278.0,255.0,0.00509
-25.637148,26.904294,1286.0,254.74,0.02549
-25.637752,26.901809,1291.0,254.91,0.01938
-25.63805,26.899687,1296.0,261.15,0.02322
-25.637927,26.896595,1310.0,272.53,0.04512
-25.637741,26.893748,1322.0,274.14,0.04194
-25.637577,26.891225,1335.0,274.12,0.05127
-25.637243,26.886122,1357.0,274.15,0.04289
-25.637058,26.8833,1350.0,274.16,-0.02468
-25.636832,26.879863,1352.0,274.17,0.00579
-25.636742,26.877761,1360.0,272.72,0.03792
-25.636637,26.875586,1372.0,273.06,0.05496
-25.636939,26.873229,1382.0,261.91,0.0419
-25.637672,26.870612,1386.0,252.74,0.01456
-25.638333,26.868282,1388.0,252.53,0.00817
-25.638974,26.866023,1384.0,252.53,-0.01685
-25.639438,26.863997,1383.0,255.75,-0.00477
-25.639749,26.861427,1381.0,262.35,-0.00769
-25.640138,26.858222,1368.0,262.33,-0.0401
-25.640572,26.854672,1357.0,262.28,-0.03063
-25.640886,26.852071,1352.0,262.37,-0.01901
-25.641223,26.84929,1343.0,262.34,-0.032
-25.641509,26.846934,1344.0,262.33,0.0042
-25.641864,26.84397,1358.0,262.43,0.04671
-25.642237,26.840922,1350.0,262.27,-0.02594
-25.642564,26.838226,1343.0,262.34,-0.02567
-25.642987,26.834605,1340.0,262.62,-0.0082
-25.643195,26.832618,1339.0,263.38,-0.00499
-25.643292,26.828831,1341.0,268.37,0.00527
-25.643343,26.824615,1349.0,269.23,0.01893
-25.643423,26.820443,1360.0,268.78,0.0263
-25.643564,26.818255,1363.0,265.91,0.01364
-25.643872,26.816216,1360.0,260.49,-0.01448
-25.644242,26.81399,1353.0,259.55,-0.03085
-25.644711,26.811249,1341.0,259.25,-0.04291
-25.645005,26.809147,1339.0,261.18,-0.00938
-25.644832,26.80704,1332.0,275.2,-0.03301
-25.644369,26.804823,1327.0,283.04,-0.02192
-25.643804,26.80214,1329.0,283.15,0.00724
-25.643348,26.799942,1328.0,282.96,-0.00442
-25.643017,26.797721,1317.0,279.39,-0.04875
-25.643199,26.795717,1321.0,264.25,0.01981
-25.644255,26.792796,1329.0,248.15,0.02536
-25.645169,26.790582,1340.0,245.39,0.04506
-25.646059,26.788392,1340.0,245.73,0.0
-25.646618,26.786263,1354.0,253.76,0.06298
-25.646861,26.783861,1356.0,263.6,0.00825
-25.647003,26.781811,1360.0,265.61,0.01941
-25.647302,26.779813,1376.0,260.57,0.07881
-25.648089,26.777351,1375.0,250.48,-0.00382
-25.648854,26.775468,1384.0,245.74,0.04347
-25.64956,26.773293,1382.0,250.2,-0.00863
-25.650218,26.770373,1368.0,255.96,-0.0464
-25.651322,26.765449,1358.0,256.03,-0.01966
-25.651716,26.763421,1348.0,257.84,-0.04809
-25.651753,26.761329,1338.0,268.88,-0.04768
-25.651664,26.758708,1342.0,272.16,0.01521
-25.651054,26.755349,1328.0,281.39,-0.04076
-25.650809,26.752681,1326.0,275.82,-0.00744
-25.65074,26.75001,1318.0,271.64,-0.02987
-25.650799,26.747144,1317.0,268.69,-0.00348
-25.650972,26.742462,1315.0,267.65,-0.00426
-25.651077,26.740434,1313.0,266.71,-0.00982
-25.651058,26.736635,1304.0,270.32,-0.02363
-25.650996,26.734389,1301.0,271.75,-0.01332
-25.650901,26.730678,1292.0,271.63,-0.02419
-25.650797,26.726211,1286.0,271.48,-0.0134
-25.650671,26.721199,1283.0,271.6,-0.00597
-25.650576,26.71708,1285.0,271.46,0.00484
-25.650428,26.711606,1290.0,271.72,0.00911
-25.650412,26.708959,1292.0,270.38,0.00754
-25.650368,26.706848,1294.0,271.32,0.00945
-25.650351,26.702058,1278.0,270.22,-0.03332
-25.650371,26.699767,1269.0,269.44,-0.03919
-25.650383,26.69754,1265.0,269.66,-0.01792
-25.650406,26.695446,1258.0,269.3,-0.03335
-25.650428,26.692344,1250.0,269.55,-0.02573
-25.650416,26.690097,1247.0,270.34,-0.01332
-25.650727,26.68813,1251.0,260.05,0.01998
-25.651448,26.685268,1251.0,254.39,0.0
-25.652208,26.683079,1254.0,248.94,0.01276
-25.653154,26.680542,1259.0,247.53,0.01817
-25.653834,26.678581,1262.0,248.96,0.01424
-25.654913,26.675454,1269.0,249.05,0.02086
-25.655614,26.673423,1273.0,249.05,0.01835
-25.656392,26.671189,1279.0,248.88,0.02499
-25.657382,26.668992,1287.0,243.44,0.0325
-25.659595,26.662906,1296.0,248.03,0.01368
-25.661164,26.658658,1301.0,247.72,0.01087
-25.661866,26.656702,1302.0,248.29,0.00474
-25.664504,26.640362,1303.0,259.84,0.0006
-25.664843,26.63814,1298.0,260.39,-0.02214
-25.665253,26.635411,1294.0,260.54,-0.01443
-25.665585,26.633264,1291.0,260.26,-0.01374
-25.665929,26.631018,1290.0,260.36,-0.00438
-25.666169,26.628982,1293.0,262.55,0.01458
-25.665997,26.62693,1291.0,275.31,-0.00968
-25.665342,26.624825,1287.0,289.05,-0.01792
-25.664075,26.621488,1282.0,292.84,-0.01378
-25.66342,26.619581,1279.0,290.86,-0.01467
-25.662605,26.617372,1275.0,292.26,-0.01672
-25.661685,26.615032,1272.0,293.57,-0.01172
-25.661106,26.612918,1270.0,286.9,-0.00903
-25.660599,26.61035,1273.0,282.35,0.01139
-25.660521,26.607774,1275.0,271.92,0.00774
-25.660835,26.605046,1281.0,262.72,0.02177
-25.661302,26.601299,1277.0,262.13,-0.01055
-25.661674,26.598265,1283.0,262.25,0.01955
-25.661996,26.595559,1284.0,262.48,0.00366
-25.662305,26.593536,1279.0,260.38,-0.02431
-25.662976,26.591597,1289.0,249.0,0.04804
-25.663662,26.589339,1288.0,251.37,-0.00419
-25.663843,26.586304,1291.0,266.21,0.00984
-25.663855,26.584155,1289.0,269.64,-0.00929
-25.664111,26.581987,1287.0,262.54,-0.00913
-25.664959,26.58004,1271.0,244.21,-0.07383
-25.66557,26.577956,1256.0,251.98,-0.06829
-25.665238,26.575851,1252.0,279.92,-0.01868
-25.663969,26.573885,1250.0,305.61,-0.00825
-25.662739,26.572075,1250.0,307.01,0.0
-25.661761,26.570121,1253.0,299.04,0.01339
-25.660448,26.566555,1253.0,292.22,0.0
-25.658967,26.562485,1248.0,291.98,-0.01137
-25.657699,26.559014,1241.0,292.06,-0.01865
-25.654997,26.551192,1245.0,290.97,0.00476
-25.654268,26.549114,1247.0,291.26,0.00895
-25.652932,26.546568,1245.0,300.2,-0.00677
-25.651475,26.544224,1241.0,304.59,-0.01402
-25.650318,26.542285,1237.0,303.5,-0.01716
-25.6485,26.538933,1231.0,301.03,-0.0153
-25.647631,26.537038,1229.0,296.96,-0.00938
-25.646825,26.532792,1226.0,281.89,-0.0069
-25.646392,26.530015,1226.0,279.81,0.0
-25.646068,26.527834,1221.0,279.36,-0.02257
-25.645558,26.525557,1217.0,283.95,-0.01701
-25.644692,26.522694,1216.0,288.55,-0.0033
-25.643712,26.519469,1211.0,288.63,-0.01466
-25.643194,26.517477,1207.0,286.09,-0.01925
-25.643157,26.515408,1207.0,271.14,0.0
-25.643605,26.513137,1209.0,257.66,0.00858
-25.644137,26.51056,1215.0,257.1,0.02264
-25.644786,26.507281,1219.0,257.62,0.01189
-25.644889,26.50513,1225.0,266.96,0.02779
-25.644594,26.503067,1222.0,279.01,-0.01433
-25.643892,26.500661,1222.0,287.93,0.0
-25.641669,26.496611,1223.0,301.33,0.0021
-25.639952,26.493613,1226.0,302.43,0.00843
-25.638813,26.491823,1221.0,305.21,-0.02277
-25.637324,26.490434,1212.0,319.94,-0.0416
-25.635705,26.489365,1206.0,329.24,-0.02864
-25.631911,26.486799,1196.0,328.63,-0.02024
-25.628536,26.484518,1189.0,328.64,-0.01593
-25.626708,26.482793,1184.0,319.61,-0.01873
-25.625143,26.480363,1180.0,305.54,-0.01336
-25.623489,26.477468,1183.0,302.36,0.00873
-25.622266,26.475334,1187.0,302.44,0.01578
-25.619549,26.470591,1194.0,302.43,0.01242
-25.618133,26.46812,1201.0,302.44,0.02385
-25.614356,26.461548,1217.0,302.51,0.02048
-25.61342,26.459763,1216.0,300.18,-0.00483
-25.612646,26.457885,1215.0,294.56,-0.00483
-25.611979,26.455957,1215.0,290.99,0.0
-25.611032,26.453282,1206.0,291.43,-0.03123
-25.610307,26.451304,1199.0,292.12,-0.0327
-25.609496,26.449095,1189.0,292.15,-0.04181
-25.608778,26.447164,1179.0,292.41,-0.04775
-25.607914,26.444772,1161.0,291.83,-0.06967
-25.606727,26.441586,1162.0,292.45,0.00289
-25.606018,26.439642,1168.0,292.02,0.02853
-25.60512,26.437561,1167.0,295.57,-0.00432
-25.604059,26.435734,1156.0,302.78,-0.05048
-25.602799,26.433986,1149.0,308.64,-0.03119
-25.601018,26.43157,1141.0,309.26,-0.02557
-25.599554,26.429586,1147.0,309.29,0.02334
-25.59796,26.427433,1142.0,309.38,-0.0179
-25.59677,26.425762,1134.0,308.3,-0.03747
-25.595507,26.423919,1131.0,307.23,-0.01292
-25.594333,26.422251,1127.0,307.97,-0.01885
-25.593016,26.420302,1127.0,306.84,0.0
-25.591876,26.418662,1119.0,307.62,-0.03853
-25.590695,26.416724,1110.0,304.05,-0.03837
-25.590002,26.414849,1099.0,292.28,-0.05413
-25.589279,26.412856,1092.0,291.91,-0.03249
-25.588458,26.41064,1089.0,292.33,-0.01249
-25.588291,26.408563,1092.0,275.09,0.01435
-25.588944,26.406675,1101.0,249.02,0.04438
-25.589961,26.404606,1106.0,241.41,0.02116
-25.590704,26.402569,1107.0,247.98,0.00454
-25.591197,26.400647,1112.0,254.12,0.02495
-25.591765,26.398455,1115.0,253.97,0.01312
-25.592386,26.396235,1120.0,252.77,0.02145
-25.593219,26.393203,1123.0,253.06,0.00944
-25.594001,26.39087,1126.0,249.61,0.01202
-25.594983,26.388102,1127.0,248.53,0.00335
-25.596593,26.38344,1141.0,249.05,0.02797
-25.597339,26.381252,1147.0,249.29,0.02558
-25.598012,26.379193,1150.0,250.08,0.01366
-25.598499,26.377046,1160.0,255.88,0.04504
-25.598828,26.374585,1165.0,261.57,0.02004
-25.599194,26.371782,1170.0,261.76,0.0176
-25.59975,26.367469,1170.0,261.86,0.0
-25.600257,26.363626,1180.0,261.68,0.02568
-25.600812,26.35915,1186.0,262.17,0.01324
-25.601451,26.354385,1194.0,261.54,0.01656
-25.60166,26.352291,1198.0,263.68,0.01893
-25.601709,26.349246,1207.0,268.98,0.02947
-25.601751,26.346775,1205.0,268.92,-0.00807
-25.601784,26.343127,1198.0,269.42,-0.01913
-25.601844,26.339071,1203.0,269.06,0.01229
-25.601837,26.334474,1211.0,270.1,0.01735
-25.601692,26.331631,1214.0,273.24,0.01051
-25.601387,26.328368,1209.0,275.92,-0.0152
-25.600975,26.326366,1208.0,282.85,-0.00486
-25.600289,26.324337,1205.0,290.55,-0.01381
-25.597119,26.319152,1208.0,304.13,0.00478
-25.595778,26.317345,1206.0,309.45,-0.00852
-25.59415,26.314915,1205.0,306.61,-0.00329
-25.591589,26.311258,1195.0,307.83,-0.02154
-25.590624,26.3093,1192.0,298.65,-0.01341
-25.590342,26.306988,1184.0,277.7,-0.03419
-25.59024,26.304971,1176.0,273.21,-0.03949
-25.590012,26.300653,1178.0,273.35,0.00461
-25.589896,26.298143,1176.0,272.93,-0.00793
-25.589565,26.296034,1176.0,279.87,0.0
-25.58914,26.293419,1174.0,280.21,-0.00751
-25.588015,26.288459,1177.0,284.11,0.00585
-25.586987,26.285152,1178.0,289.02,0.00285
-25.586439,26.28302,1184.0,285.91,0.02699
-25.585983,26.278956,1194.0,277.09,0.02435
-25.585712,26.276503,1201.0,276.98,0.02824
-25.584904,26.274453,1196.0,293.6,-0.02228
-25.583636,26.272866,1200.0,311.54,0.01881
-25.581897,26.271119,1201.0,317.82,0.00383
-25.580018,26.269197,1206.0,317.3,0.01759
-25.579075,26.267424,1219.0,300.53,0.06297
-25.579099,26.265175,1228.0,269.32,0.0399
-25.579872,26.263143,1225.0,247.13,-0.01356
-25.579973,26.260808,1221.0,267.25,-0.01706
-25.577722,26.254711,1210.0,292.26,-0.01665
-25.575655,26.24922,1201.0,292.65,-0.01508
-25.574233,26.245527,1191.0,293.12,-0.02483
-25.573406,26.243664,1192.0,296.2,0.0048
-25.572357,26.242001,1195.0,304.96,0.01474
-25.571201,26.2401,1196.0,303.98,0.00435
-25.570119,26.238069,1199.0,300.57,0.01268
-25.569213,26.236159,1198.0,297.74,-0.00462
-25.568298,26.234225,1194.0,297.68,-0.01826
-25.567295,26.232503,1190.0,302.85,-0.01945
-25.565171,26.230019,1179.0,313.47,-0.03204
-25.563818,26.228458,1185.0,313.85,0.02763
-25.562601,26.226642,1188.0,306.61,0.01322
-25.561569,26.224634,1186.0,299.67,-0.00863
-25.560398,26.222482,1187.0,301.1,0.00397
-25.559317,26.22051,1188.0,301.28,0.00432
-25.558075,26.21809,1191.0,299.63,0.01074
-25.557057,26.21635,1192.0,302.96,0.00481
-25.555904,26.214763,1191.0,308.84,-0.00489
-25.554634,26.213009,1195.0,308.75,0.01773
-25.552846,26.210575,1196.0,309.15,0.00318
-25.551484,26.20883,1194.0,310.86,-0.00864
-25.550077,26.207286,1196.0,315.29,0.00908
-25.548713,26.205854,1194.0,316.55,-0.00957
-25.547205,26.204217,1196.0,315.6,0.00852
-25.545545,26.202436,1197.0,315.93,0.00389
-25.544065,26.200482,1195.0,310.01,-0.00781
-25.542723,26.198912,1191.0,313.45,-0.01844
-25.540628,26.197231,1189.0,324.1,-0.00695
-25.539096,26.196111,1186.0,326.59,-0.0147
-25.537267,26.194743,1183.0,325.99,-0.01223
-25.534528,26.192721,1176.0,326.33,-0.01913
-25.532928,26.191555,1172.0,326.67,-0.01879
-25.531143,26.190891,1168.0,341.44,-0.01911
-25.529351,26.190504,1164.0,348.97,-0.0197
-25.527597,26.189168,1157.0,325.5,-0.02958
-25.525913,26.186281,1156.0,302.88,-0.0029
-25.524538,26.183782,1155.0,301.37,-0.0034
-25.522709,26.180365,1155.0,300.67,0.0
-25.520969,26.177117,1158.0,300.69,0.00792
-25.519836,26.174865,1152.0,299.14,-0.02319
-25.518923,26.171613,1140.0,287.28,-0.03511
-25.517854,26.167401,1148.0,285.71,0.01822
-25.517724,26.165216,1148.0,273.77,0.0
-25.518295,26.163244,1143.0,252.21,-0.02406
-25.519468,26.161583,1146.0,231.95,0.01417
-25.521011,26.159571,1143.0,229.64,-0.01132
-25.522525,26.15735,1145.0,232.93,0.00716
-25.523766,26.155444,1155.0,234.19,0.0424
-25.52525,26.15315,1165.0,234.36,0.03531
-25.526976,26.150482,1175.0,234.36,0.03036
-25.529674,26.145823,1166.0,237.31,-0.0162
-25.530637,26.143676,1161.0,243.57,-0.02078
-25.531617,26.140746,1163.0,249.66,0.00638
-25.532562,26.137939,1165.0,249.54,0.00665
-25.533633,26.134696,1165.0,249.9,0.0
-25.534359,26.132635,1165.0,248.67,0.0
-25.536446,26.129375,1165.0,234.64,0.0
-25.537478,26.12747,1166.0,239.02,0.00449
-25.538345,26.125187,1169.0,247.17,0.01207
-25.539771,26.122714,1166.0,237.42,-0.01019
-25.540849,26.12088,1164.0,236.92,-0.00911
-25.541648,26.11907,1160.0,243.93,-0.01979
-25.542163,26.116866,1164.0,255.48,0.01751
-25.542115,26.114308,1163.0,271.19,-0.0039
-25.54165,26.111629,1163.0,280.89,0.0
-25.541496,26.109461,1163.0,274.5,0.0
-25.541722,26.107319,1167.0,263.33,0.01849
-25.541991,26.105038,1164.0,262.55,-0.013
-25.542291,26.102459,1165.0,262.65,0.00383
-25.54257,26.100215,1163.0,262.15,-0.0088
-25.542607,26.097977,1174.0,268.95,0.04898
-25.541678,26.095764,1184.0,294.95,0.04084
-25.541821,26.093241,1190.0,266.4,0.02366
-25.542829,26.089189,1187.0,254.58,-0.00711
-25.543522,26.086299,1189.0,255.12,0.00667
-25.544322,26.082995,1191.0,254.98,0.00583
-25.545007,26.08012,1189.0,255.21,-0.0067
-25.543505,26.078563,1194.0,316.91,0.02186
